MaxFlow: 94.115

B matrix:
0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	
0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	
1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	
0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	

Traffic matrix:
0	6.50272	8.8462	9.69505	9.67205	10.8189	9.87817	8.03687	9.25002	9.68509	9.26404	7.6464	10.0616	8.51729	7.31263	7.11513	10.5772	9.23704	10.3237	8.94137	8.20473	9.35986	10.9337	7.26014	
9.96755	0	9.73044	10.9639	6.99692	6.16865	10.7211	6.64329	6.8541	8.92919	9.97715	7.7351	11.1674	8.33556	11.323	7.07744	7.03049	11.743	10.2855	7.61662	7.93263	9.26909	6.42131	7.75868	
7.53362	6.57561	0	8.66985	8.65504	6.97092	11.8416	10.6522	8.50782	9.44565	6.22227	10.1179	9.24695	6.20412	8.71723	10.3276	6.71851	6.60016	7.44882	10.9665	7.05391	7.7132	8.33652	10.5176	
10.1339	9.33222	9.23287	0	8.46261	9.65613	7.89035	8.3319	8.68082	8.26265	8.67782	6.08909	9.48731	8.53696	11.2184	11.6058	8.53544	9.00159	9.39166	6.62992	8.2812	9.38972	7.98814	9.55118	
10.9323	6.5052	10.6071	8.62576	0	7.10797	6.94129	9.30919	7.05487	9.57089	8.82832	11.9017	11.7875	8.32673	6.26804	10.8338	9.14849	8.38127	11.7822	7.84101	10.2345	7.14146	9.19484	9.92281	
11.7885	9.82998	8.60955	10.9584	9.02109	0	6.58806	6.6833	9.75598	10.5431	8.94562	7.11183	8.63585	6.98193	11.8244	8.49407	6.64533	6.68257	7.35646	6.04751	9.66351	8.79069	6.97222	8.16574	
9.94981	8.55663	11.9862	9.54959	11.0827	11.644	0	10.7633	10.9465	10.0468	7.40007	8.92335	11.5645	11.0621	10.8736	10.7144	9.68791	11.142	10.8457	8.72714	10.373	6.3146	10.6287	9.35143	
6.14652	10.7212	6.87513	10.1872	11.949	7.87836	7.57036	0	11.8862	6.03128	8.42713	7.44641	6.78057	6.7564	8.54538	10.983	6.08269	10.0788	10.5264	9.4634	9.65162	7.07145	8.46217	6.15127	
11.7603	9.20216	9.30055	11.2303	7.78716	8.46647	11.8187	7.11049	0	7.69071	7.83536	10.573	6.06653	6.67806	10.0617	10.0094	6.07849	9.66492	7.29777	7.04243	11.2309	6.49312	9.42232	8.24736	
11.6145	10.2507	10.8594	10.7666	6.18459	8.34237	8.40812	7.02729	10.6832	0	9.26172	11.9065	6.22914	6.68599	6.30381	10.8733	6.40392	11.8145	7.64817	8.94598	8.96509	8.84483	11.0228	10.3724	
11.1865	8.41898	9.72198	8.18167	6.40254	10.441	6.98446	11.3238	9.918	11.9588	0	6.21009	7.85525	9.76612	10.7332	11.1649	9.86925	9.25139	7.10499	10.7166	10.1425	6.12496	8.74035	8.25937	
8.5351	6.90392	6.28489	10.283	9.12355	10.0507	11.1159	10.6555	10.918	7.95353	9.72112	0	7.35549	9.24701	6.21212	7.29066	7.39648	11.6716	8.2126	11.6474	8.48589	9.34385	6.94335	7.14488	
6.66176	6.02867	9.46677	8.25694	7.05583	6.0395	6.6474	11.9183	8.37641	8.93551	9.65288	11.6255	0	9.47767	8.7858	6.00542	6.36154	8.96523	9.50502	6.35698	9.84185	11.6102	9.43358	9.44456	
11.3237	11.2527	10.0098	8.21099	8.32138	11.2552	11.9266	8.99514	9.93821	9.00776	10.9017	7.02028	11.1893	0	8.11749	7.36124	10.1399	8.16153	9.16556	6.60052	10.4198	8.61169	9.22994	9.62778	
6.79755	10.0762	6.69118	7.78962	8.47952	9.13962	11.7591	6.47804	7.14182	9.95442	6.74802	7.9888	11.8525	11.4343	0	6.74644	9.75727	10.4353	6.14013	10.5337	8.59933	9.81396	7.85912	11.7182	
7.74497	6.89332	6.68869	8.30843	6.39809	11.7078	8.09513	6.20169	10.6515	10.6975	11.9545	10.6435	6.88047	10.247	8.72066	0	11.7475	7.64939	8.90896	7.52762	10.9572	6.88465	9.32344	9.58404	
9.02557	9.23483	6.08134	8.09262	7.33175	7.58272	10.8607	8.03845	10.4595	10.2219	9.01158	7.96298	9.65752	11.1355	7.18434	9.59128	0	6.004	7.40161	10.3439	7.99038	10.3389	8.08385	6.93487	
6.10103	6.0479	9.24543	9.79743	11.9476	6.24477	8.80531	11.6409	6.4012	6.80262	6.06981	11.9026	6.16465	10.616	9.8436	11.8005	6.99632	0	6.38491	11.1813	7.19758	9.76281	9.53792	9.07467	
10.6265	6.40468	7.59841	11.6085	11.6458	7.77694	10.7825	8.83332	11.1189	8.44589	8.31118	8.42832	7.36025	7.07325	8.96636	9.72963	7.56542	10.8208	0	9.36311	6.34806	7.28558	8.10105	9.54674	
8.95425	11.8719	7.47342	6.47992	6.39298	6.22341	6.70074	9.69325	6.86472	10.6598	6.59299	11.5818	11.1105	7.91985	7.33296	6.4027	10.8741	6.95459	8.00808	0	9.09973	8.00134	10.5501	9.52814	
6.81511	10.5326	9.48819	6.00781	7.72645	8.56199	10.8888	9.34575	11.8655	7.96385	11.0506	10.0041	10.6376	7.07521	6.4201	8.92174	7.60338	7.27667	11.3264	7.69407	0	6.26189	7.79137	7.02672	
9.76835	8.34598	7.75573	7.72482	9.10178	10.1464	8.37464	8.22569	6.35704	6.10827	10.8448	7.6372	8.28222	11.9897	8.23843	6.22915	11.3423	8.74285	6.82686	11.2083	7.34284	0	11.1498	11.017	
11.6779	8.74008	8.73097	9.23161	7.01864	8.98597	7.59304	8.77039	7.68555	7.17654	11.2758	10.0888	10.4196	11.0445	7.12293	9.70265	10.1464	7.12167	9.19979	8.95613	10.4007	11.448	0	8.99062	
8.76221	10.0376	8.4925	9.54912	11.1324	11.8448	8.53095	8.39252	8.00824	7.323	8.71779	11.4285	6.35536	6.71852	11.514	7.36498	7.88502	6.67804	10.3299	8.45227	11.024	10.5315	11.9452	0	

Flow matrix:
0	0	0	0	0	94.115	0	94.115	0	0	0	0	0	0	0	0	94.115	0	0	0	94.115	0	0	0	
0	0	0	0	0	0	0	0	0	94.115	0	0	94.115	94.115	94.115	0	0	0	0	0	0	0	0	0	
0	0	0	0	94.115	0	0	0	94.115	0	0	0	0	0	94.115	0	0	0	0	0	0	0	94.115	0	
0	0	94.115	0	94.115	0	0	0	94.115	0	0	0	0	0	0	0	94.115	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	94.115	94.115	94.115	0	0	0	94.115	0	0	0	0	0	0	
0	0	94.115	0	0	0	0	0	0	0	0	0	0	0	0	94.115	0	0	0	0	0	94.115	0	94.115	
0	94.115	0	0	0	94.115	0	0	0	0	0	0	94.115	0	0	0	0	0	0	94.115	0	0	0	0	
94.115	94.115	0	0	0	0	0	0	0	0	94.115	0	0	0	0	0	0	0	0	0	0	0	94.115	0	
94.115	94.115	0	0	0	0	0	0	0	0	0	0	0	0	0	94.115	0	0	0	0	0	0	0	94.115	
0	0	0	0	0	94.115	94.115	0	0	0	0	0	0	0	0	0	0	0	0	94.115	0	94.115	0	0	
0	0	0	94.115	0	0	0	0	0	0	0	0	0	0	0	94.115	94.115	0	0	0	0	0	0	94.115	
94.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.115	0	94.115	94.115	0	0	
0	0	0	0	0	0	0	0	94.115	0	0	94.115	0	94.115	0	0	0	94.115	0	0	0	0	0	0	
0	0	0	94.115	94.115	0	0	0	0	0	0	0	0	0	94.115	0	0	94.115	0	0	0	0	0	0	
0	0	0	0	94.115	0	0	0	0	0	0	0	94.115	94.115	0	0	0	0	0	0	94.115	0	0	0	
0	0	0	94.115	0	0	94.115	0	0	0	0	0	0	0	0	0	0	0	94.115	0	94.115	0	0	0	
0	0	0	94.115	0	0	0	94.115	0	94.115	0	0	0	0	0	0	0	0	0	0	0	0	94.115	0	
0	0	94.115	0	0	0	0	0	0	0	0	94.115	0	0	0	0	0	0	0	0	0	0	0	94.115	
0	0	0	0	0	0	0	0	0	94.115	94.115	94.115	0	0	0	0	0	0	0	0	0	0	94.115	0	
