MaxFlow: 56.3173

B matrix:
0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	
0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	
0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	
1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	
0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	
0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	
0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	
0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	
0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	
1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	
0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	
1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	
0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	

Traffic matrix:
0	6.50272	8.8462	9.69505	9.67205	10.8189	9.87817	8.03687	9.25002	9.68509	9.26404	7.6464	10.0616	8.51729	7.31263	7.11513	
10.5772	0	9.23704	10.3237	8.94137	8.20473	9.35986	10.9337	7.26014	9.96755	9.73044	10.9639	6.99692	6.16865	10.7211	6.64329	
6.8541	8.92919	0	9.97715	7.7351	11.1674	8.33556	11.323	7.07744	7.03049	11.743	10.2855	7.61662	7.93263	9.26909	6.42131	
7.75868	7.53362	6.57561	0	8.66985	8.65504	6.97092	11.8416	10.6522	8.50782	9.44565	6.22227	10.1179	9.24695	6.20412	8.71723	
10.3276	6.71851	6.60016	7.44882	0	10.9665	7.05391	7.7132	8.33652	10.5176	10.1339	9.33222	9.23287	8.46261	9.65613	7.89035	
8.3319	8.68082	8.26265	8.67782	6.08909	0	9.48731	8.53696	11.2184	11.6058	8.53544	9.00159	9.39166	6.62992	8.2812	9.38972	
7.98814	9.55118	10.9323	6.5052	10.6071	8.62576	0	7.10797	6.94129	9.30919	7.05487	9.57089	8.82832	11.9017	11.7875	8.32673	
6.26804	10.8338	9.14849	8.38127	11.7822	7.84101	10.2345	0	7.14146	9.19484	9.92281	11.7885	9.82998	8.60955	10.9584	9.02109	
6.58806	6.6833	9.75598	10.5431	8.94562	7.11183	8.63585	6.98193	0	11.8244	8.49407	6.64533	6.68257	7.35646	6.04751	9.66351	
8.79069	6.97222	8.16574	9.94981	8.55663	11.9862	9.54959	11.0827	11.644	0	10.7633	10.9465	10.0468	7.40007	8.92335	11.5645	
11.0621	10.8736	10.7144	9.68791	11.142	10.8457	8.72714	10.373	6.3146	10.6287	0	9.35143	6.14652	10.7212	6.87513	10.1872	
11.949	7.87836	7.57036	11.8862	6.03128	8.42713	7.44641	6.78057	6.7564	8.54538	10.983	0	6.08269	10.0788	10.5264	9.4634	
9.65162	7.07145	8.46217	6.15127	11.7603	9.20216	9.30055	11.2303	7.78716	8.46647	11.8187	7.11049	0	7.69071	7.83536	10.573	
6.06653	6.67806	10.0617	10.0094	6.07849	9.66492	7.29777	7.04243	11.2309	6.49312	9.42232	8.24736	11.6145	0	10.2507	10.8594	
10.7666	6.18459	8.34237	8.40812	7.02729	10.6832	9.26172	11.9065	6.22914	6.68599	6.30381	10.8733	6.40392	11.8145	0	7.64817	
8.94598	8.96509	8.84483	11.0228	10.3724	11.1865	8.41898	9.72198	8.18167	6.40254	10.441	6.98446	11.3238	9.918	11.9588	0	

Flow matrix:
0	0	0	56.3173	0	0	56.3173	0	0	56.3173	0	0	56.3173	0	0	0	
0	0	0	56.3173	0	0	56.3173	0	0	0	0	56.3173	0	0	56.3173	0	
0	56.3173	0	0	0	56.3173	0	56.3173	0	0	56.3173	0	0	0	0	0	
0	0	0	0	0	0	0	56.3173	56.3173	0	0	0	56.3173	56.3173	0	0	
56.3173	0	0	0	0	56.3173	0	0	0	56.3173	56.3173	0	0	0	0	0	
0	56.3173	0	0	0	0	56.3173	0	56.3173	56.3173	0	0	0	0	0	0	
0	0	56.3173	0	56.3173	0	0	0	0	0	0	0	0	56.3173	56.3173	0	
0	56.3173	0	0	56.3173	0	56.3173	0	0	0	0	56.3173	0	0	0	0	
0	0	56.3173	56.3173	0	0	0	0	0	56.3173	0	0	0	0	0	56.3173	
0	0	0	0	0	56.3173	0	0	0	0	0	56.3173	0	0	56.3173	56.3173	
56.3173	56.3173	0	0	0	0	0	0	56.3173	0	0	0	0	56.3173	0	0	
56.3173	0	56.3173	56.3173	0	0	0	0	0	0	56.3173	0	0	0	0	0	
0	0	0	0	56.3173	0	0	56.3173	0	0	56.3173	0	0	0	0	56.3173	
0	0	56.3173	0	0	0	0	0	56.3173	0	0	0	56.3173	0	0	56.3173	
56.3173	0	0	0	0	0	0	56.3173	0	0	0	56.3173	0	56.3173	0	0	
0	0	0	0	56.3173	56.3173	0	0	0	0	0	0	56.3173	0	56.3173	0	

Flow Specific matrices:
From Source 1 to Sink 1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
From Source 1 to Sink 2
0	0	0	4.24042	0	0	2.2623	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.746955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
