MaxFlow: 57.6138

B matrix:
0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	
0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	
0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	
0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	
0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	
1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	
0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	
0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	
0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	
0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	
1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	
0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	

Traffic matrix:
0	9.54999	8.3239	6.72245	9.91237	9.67269	10.8392	10.1331	9.18705	7.20071	6.2741	8.28948	11.8893	11.2287	8.01965	8.29291	
8.43862	0	8.07346	10.2237	10.9019	8.31285	9.4182	11.1814	10.7357	6.26875	11.781	8.96286	8.31309	10.8725	6.46983	7.15394	
11.3288	11.0384	0	8.52638	11.6297	8.18383	10.4122	7.85585	10.8728	6.53212	9.29274	9.83633	6.09196	7.25021	9.03485	6.67432	
11.7287	6.28057	6.50635	0	6.71636	10.7969	6.86468	9.88897	6.56923	6.54268	7.8689	9.2669	9.90127	8.49531	9.31542	6.3854	
8.23637	11.5657	8.76986	8.14851	0	10.9059	6.32042	11.7756	6.32057	7.68425	10.7758	6.81724	7.32031	6.65554	10.721	9.79316	
9.49735	9.74487	9.49677	10.0791	8.73408	0	9.64007	7.88993	8.93398	7.56342	11.5194	7.82767	8.60144	9.97337	7.67	11.8653	
11.8114	11.2622	6.71187	6.68761	9.72729	7.24183	0	11.4543	10.2895	7.07363	10.7379	6.6044	10.5183	9.29588	6.44385	7.71779	
9.32307	11.0883	6.07964	9.02049	8.63098	11.6795	8.23871	0	8.66509	7.89339	9.51741	11.9969	11.9523	11.619	9.09526	6.10864	
10.245	8.06832	10.6995	11.5393	8.47222	8.89091	11.1268	8.38033	0	8.3744	7.8696	10.7134	11.7473	10.1768	11.1761	8.25953	
6.31205	8.37077	8.76575	6.16936	11.2428	7.25036	7.07866	10.305	11.4203	0	6.07733	6.703	8.2445	6.14564	11.3512	11.1128	
7.25227	10.9031	8.19597	7.552	7.21413	8.56301	8.56993	9.95382	11.4614	7.29283	0	9.86612	6.14375	8.39597	6.22541	7.93528	
8.51743	7.88275	6.49426	7.22941	8.71355	8.49722	8.97595	10.7967	8.15988	6.91922	7.59771	0	11.3694	9.1026	6.60649	10.2937	
11.7815	7.1502	10.7607	11.8752	11.3565	7.07038	7.7132	6.65843	6.81688	7.49822	8.76532	8.89821	0	8.11554	8.27593	10.4256	
8.73477	9.1946	11.8681	10.4225	11.2302	11.4657	9.2381	10.7132	7.35684	8.46773	8.176	6.44384	9.40779	0	10.4588	10.9427	
8.47045	11.6343	11.8156	9.06902	7.90426	6.82165	10.4754	6.24635	11.7769	7.11669	6.36834	10.2778	7.34479	9.56885	0	8.89279	
9.62673	8.64274	10.6537	7.33475	10.298	9.83937	6.67824	7.48643	10.1941	8.28366	7.59607	10.5057	10.9728	6.36391	9.1432	0	

Flow matrix:
0	0	0	0	57.6138	0	57.6138	0	57.6138	0	0	0	0	0	0	57.6138	
0	0	57.6138	57.6138	0	0	0	0	0	57.6138	0	57.6138	0	0	0	0	
0	0	0	0	0	57.6138	57.6138	0	0	0	57.6138	0	0	0	57.6138	0	
0	0	0	0	0	57.6138	0	57.6138	0	0	0	57.6138	0	57.6138	0	0	
0	0	57.6138	57.6138	0	0	0	57.6138	0	0	57.6138	0	0	0	0	0	
57.6138	0	0	0	57.6138	0	0	0	57.6138	57.6138	0	0	0	0	0	0	
