MaxFlow: 71.9684

B matrix:
0	0	0	0	0	0	1	1	0	0	
0	0	0	1	0	1	0	0	0	0	
0	0	0	0	0	0	0	1	0	1	
0	1	1	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	1	0	
0	0	0	1	1	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	1	
0	1	0	0	0	0	0	0	1	0	
0	0	1	0	0	0	1	0	0	0	
1	0	0	0	1	0	0	0	0	0	

Traffic matrix:
0	8.57082	9.86253	8.80737	10.131	6.32332	11.6236	10.1071	10.1035	11.4538	
7.1577	0	7.99351	11.45	8.19278	11.472	11.5461	6.9933	6.91544	7.78584	
8.23347	9.08913	0	9.07833	9.18996	10.3756	10.1883	9.05281	9.68426	11.5344	
8.43373	9.4646	10.8445	0	8.24539	7.99543	9.98653	6.32928	8.52866	6.35174	
7.50672	8.01232	8.38033	9.09746	0	11.1781	10.9005	7.45203	11.023	10.9151	
8.44082	9.52116	9.0297	11.2653	9.81549	0	7.64095	7.9836	8.34859	10.7683	
10.134	8.74702	9.36378	7.39938	6.46638	7.76924	0	8.5437	6.4673	10.5668	
10.2474	11.3074	9.79418	6.86552	8.18674	11.6374	9.2571	0	11.3113	9.70104	
9.81078	7.38826	11.4466	9.8061	8.24367	8.93616	11.539	6.71024	0	11.2671	
11.2925	6.12598	9.34422	7.42829	11.3657	11.4003	10.0763	10.2494	6.0095	0	

Flow matrix:
0	0	0	0	0	0	71.9684	71.9684	0	0	
0	0	0	71.9684	0	71.9684	0	0	0	0	
0	0	0	0	0	0	0	71.9684	0	71.9684	
0	71.9684	71.9684	0	0	0	0	0	0	0	
0	0	0	0	0	71.9684	0	0	71.9684	0	
0	0	0	71.9684	71.9684	0	0	0	0	0	
71.9684	0	0	0	0	0	0	0	0	71.9684	
0	71.9684	0	0	0	0	0	0	71.9684	0	
0	0	71.9684	0	0	0	71.9684	0	0	0	
71.9684	0	0	0	71.9684	0	0	0	0	0	

Flow Specific matrices:
From Source 1 to Sink 1
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
From Source 1 to Sink 2
0	0	0	0	0	0	0	8.57082	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	8.57082	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
From Source 1 to Sink 3
0	0	0	0	0	0	0	9.86253	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	4.8398	0	0	0	0	0	0	0	
